,name,location,about,tags,overallRating,overallRatingCnt
1530,"Singapore Airport Transfers, 6 to 13 Seater Maxicabs","10 Raeburn Park #04-03, Singapore 088702 Singapore","Affordable High Quality 6 to 40 Seater Premium Maxi Cabs &amp; Coach Bus Are you planning to visit Singapore soon with your family or coming as a corporate entourage? Travelling in a large group in Singapore can be a hassle. Worry not, Our services includes Changi Airport arrival, departure, one way transfers, city tours, sightseeing, Corporate events. Malaysia Transfers. Daily / Hourly Charter.",Taxis &amp; Shuttles,5.0,1
1531,Absolute Slimming,"181 Orchard Road Orchard Central Orchard Central #03-20, Singapore 238896 Singapore","Absolute Slimming started out in 2002 as a humble home-based business in Bedok, Singapore. Our founder Irene Chye wanted to explore the practice of cupping as a way to lose weight healthily, naturally and sustainably.",Spas,5.0,1
1532,Watson's Personal Care Store,,,Speciality &amp; Gift Shops,5.0,1
1533,Eng,,TV Host Who Lives to Eat and Loves Meeting New People! An opportunity to meet a TV host in his luxury home over a delicious home cooked feast with dishes from Southeast Asia.,Cooking Classes,5.0,1
1534,The Cookie Museum,"6 Raffles Boulevard #02-280 Marina Square Marina Square Shopping Mall, Singapore 039594 Singapore","Established since 2004, The Cookie Museum is a homegrown gourmet brand with more than 400 original cookie recipes. Proud to be Singaporean, we have created one-of-its-kind Singapore Heritage Flavours like Pandan Chiffon, Chilli Crab and Chicken Rice cookies! Every piece of cookie is made by hand, served from the heart.",Speciality &amp; Gift Shops,4.0,2
1535,Jurong Country Club,"9 Science Centre Road Jurong Country Club, Singapore 609078 Singapore",Indulge in your favourite rounds of golf even after sunset as the $3 million floodlight system brightens up your game with 720 lights strategically placed throughout the course.,Golf Courses,3.5,8
1536,Shermay’s Cooking School,"Chip Bee Gardens Blk 43 Jalan Merah Saga #01-76, Singapore 278115 Singapore",,Cooking Classes,5.0,2
1537,The Music Room,"726 Upper Changi Road East SIA Group Sports Club, Singapore 486046 Singapore",,Karaoke Bars,5.0,1
1538,Miraculous 2,"109 Mount Faber Road Faber Peak Level 2, Arbora Garden, Singapore 099203 Singapore","A Refreshed Edition Of Miraculous Multimedia Night Show In Celebration Of Singapore Cable Car’s 45th Anniversary Watch “Miraculous 2”, a spectacular kaleidoscopic light show with a refreshed content that will keep you at the edge of your seat! Follow Mira and Mirak, the mighty squirrels who live on an old Angsana tree at Arbora, as they go on a thrilling adventure full of whimsical fun and laughter. Watch how they tumble through outer space, escape a fierce dinosaur and come up-close with deep-sea creatures before returning home safely with the blessings of the Poland’s Bells of Happiness!",Theatre &amp; Performances,5.0,1
1539,Phuture,"17 Jiak Kim Street, Singapore 169420 Singapore","A part of seminal clubbing hotspot Zouk, Phuture is like a quirky and funky baby brother of Zouk. The small but intimate space is usually filled with hip dancers and frenetic clubbers eager to get their groove on.",Bars &amp; Clubs,4.0,2
1540,Eagle Wings Cinematics,"9 King Albert Park #01-58 Kap Cinema Box Office Atrium, KAP Residences Mall, Singapore 598332 Singapore",,Movie Theaters,3.5,7
1541,V-Room,"2 Jurong East Central 1 Jcube JCube, #02-11, Singapore 609731 Singapore","V-Room brings the latest in VR to Singapore! Come visit the biggest Singapore VR arcade and be amazed by the state of the art technology that is suitable for gamers, couples, families and team building events. With 12 rooms available, you can book your private VR arcade room and become the hero you have always wanted to be!",Game &amp; Entertainment Centers,3.5,3
1542,Aegean Spa,"6 Eu Tong Sen Street The Central Level 3 &amp; 4 Clarke Quay Central, Singapore 059817 Singapore",,Spas,4.5,2
1543,Tiff's Facial House,"Blk 2 Everton Park Everton Park #01-61, Singapore 081002 Singapore",,Spas,5.0,1
1544,Woods in the Books,"No. 3 Yong Siak Street Tiong Bahru Estate Tiong Bahru, Singapore 168642 Singapore","Woods in the Books is an independent bookshop for picture books, founded in 2009 and nestled in the quaint neighbourhood of Tiong Bahru, Singapore. We pick and choose a range of our favourite books to enchant readers both young and young-at-heart.",Speciality &amp; Gift Shops,3.5,23
1545,Basheer Graphic Books,"231 Bain Street Bras Basah Complex Bras Basah Complex #04-19, Singapore 180231 Singapore",,Speciality &amp; Gift Shops,5.0,1
1546,Edit Suits Co.,"35A Duxton Road Level 2, Singapore 089499 Singapore","The biggest made-to-measure tailor in Singapore, offering men's custom tailored suits and tuxedos, tailored pants, and tailored shirts. For business or wedding suits. Best quality Italian and British fabrics at very affordable prices.",Speciality &amp; Gift Shops,5.0,1
1547,Cook up a Storm,"45A Chander Road, Singapore 219545 Singapore",Cook Up A Storm is conveniently located in a peaceful part of Little India. It's perfect for tourists to experience an ethnic part of Singapore and to immerse deeper in our culture by learning to cook Singapore's iconic dishes and learning about our food heritage.,Cooking Classes,5.0,1
1548,Munch Munch,"371 Guillemard Road, Singapore 399779 Singapore",,Speciality &amp; Gift Shops,5.0,1
1549,MVRCK,"991 Alexandra Road #01-03b, Singapore 119964 Singapore","MVRCK™ The best training facility in Singapore. For Powerlifters, Weightlifters, CrossFitters. MVRCK’s aim is to provide the best possible environment for Athletes to pursue their fitness goals. We respect and understand the need of every athlete, drop by and talk to our friendly coaches! Smack in the center of Alexandra Business District in Singapore, we are also a stone throw away from Sentosa!",Health Clubs,5.0,1
1550,Waka Waka,"407 Havelock Road Furama Riverfront, Annex@Furama #05-01, Singapore 169634 Singapore","Waka Waka is a safari-themed indoor play centre located at annex@furama, just beside Furama RiverFront hotel. The centre spans over 12,000 square feet and features play areas and an adventure cove that promotes courage, confidence, and the child's motor skills. Food and beverages are served in the bistro and lounge. There are also two function rooms occupying over 1,200 square feet. The function rooms are available for bookings of birthday parties, corporate functions, school outings and private events.",Game &amp; Entertainment Centers,3.0,10
1551,Ban Hock Hin,"No 6 Defu Lane 4 Defu Industrial Estate, Singapore 539410 Singapore",,Gear Rentals,5.0,1
1552,Changi Golf Club,"20 Netheravon Road, Singapore 508505 Singapore","The Changi Golf Club is the ideal location with an undulating walking 9-hole, par 34-course which includes an eight hole; once listed in the Guinness Book of Records as the narrowest in the world.",Golf Courses,4.0,4
1553,Sembawang Country Club,"249 Sembawang Road Sembawang Country Club, Singapore 758352 Singapore",,Golf Courses,4.0,4
1554,Apeiro Performance,"30 Prinsep Street Income At Prinsep Income at Prinsep, Singapore 188647 Singapore",,Health Clubs • Yoga &amp; Pilates,5.0,1
1555,Bar Opiume,"Asian Civilisations Museum 1 Empress Plc, Singapore 179555 Singapore","Well-known for its elegant dining and picturesque location, this award-winning bar is situated next to the Asian Civilizations Museum.",Bars &amp; Clubs,5.0,2
1556,Changi Life Style Pte Ltd,"136 Changi Road, Singapore 419721 Singapore",Body Massage Foot Massage Hot Stone Massage Mud Moxibustion,Spas,5.0,1
1557,Healing Touch Spa,"5 Tank Rd 5 mins walk from Fort Canning MRT, Singapore 238061 Singapore","Healing Touch received more than 45,000+ likes and 2000+ reviews for - Sincere service with no hard selling - Caring, skillful Therapists - Good value for money Healing Touch is an award winning spa with the following accolades: - Top Brand, Spa &amp; Wellness, Influential Brands 2016 - Women's Weekly Spa Award for Best Deep Tissue Massage 2015/2016 - Women's Weekly Spa Award for Best QuaSha Facial 2016 - CLEO Body Award for Best Deep Tissue Massage 2016 Founded in 2001, Healing Touch is now a chain of 8 spa and beauty outlets spread across Singapore. We are dedicated to providing our clients with a relaxing, therapeutic and caring spa experience.",Spas,5.0,1
1558,Freeways Wellness,"244K Upper Thomson Road Thomson Garden Estate Thomson Garden Estate, Singapore 574369 Singapore",,Spas,5.0,1
1559,Ming Tai Specialty Shop,"Block 34 Upper Cross Street #01-150 Chin Swee View, Singapore 050034 Singapore",,Speciality &amp; Gift Shops,5.0,1
1560,Hanz Autowerks,"320 Ubi Avenue 1 Kampung Ubi Estate #07-537, Singapore 400320 Singapore","At Hanz Autowerks, our goal is to provide professional and affordable transportation services in Singapore. Our fully managed, trustworthy service allows you to spend more time on what’s important to you. Just leave the rest to us. We know Singapore inside and out insuring you can sit back, relax, and rely on us to get you where you need to go.",Taxis &amp; Shuttles,5.0,1
1561,Porter Xpress,"9 Kallang Place, Singapore 339154 Singapore","started its operation in 2009 at Changi Airport offering end-to-end service to smart travelers to Singapore. Our business and leisure guests enjoy seamless, hassle-free and hands-free traveling experience between ports of arrival, departure and hotel.We serve customers at all terminals of Changi Airport, cruise &amp; ferry terminals, train railway terminals, hotels, residence or office.",Taxis &amp; Shuttles,5.0,1
1562,Changi Resort Bowl,"2 Netheravon Road Club Csc @ Changi, Singapore 508503 Singapore",,Bowling Alleys,5.0,1
1563,Let 'em Play,"18 Boon Lay Way #01-100 Tradehub 21 Near Clementi MRT Station, Singapore 609966 Singapore","Let ‘em Play is Singapore’s new family-centric edutainment hub offering a wide range of activities that are suitable for families with young children to enjoy. A fully indoor air-conditioned environment houses 7 unique fun climbing walls, a two-storey high elements obstacle course as well as the latest augmented reality bouldering! Let ’em Play is brought to you by the parent company, The WOW Experience Pte Ltd, a leader in the outdoor events industry for the past 12 years. The team of experienced and fun-loving facilitators conceptualised and designed new programmes to merge fun and learning all at one attraction.",Game &amp; Entertainment Centers,5.0,1
1564,Ayuni's,"Blk 25 New Upper Changi Road #01-642 Bedok, Singapore 462025 Singapore",,Spas,5.0,2
1565,Tiny Rabbit Hole,"62A Smith Street Level 2, Singapore 058964 Singapore",,Speciality &amp; Gift Shops • Lessons &amp; Workshops,5.0,1
1566,BOLD &amp; CRAFT,"6A Shenton Way #01-42, OUE Downtown Gallery, Singapore 068815 Singapore","BOLD&amp;CRAFT (an artisan concept store by the Handmade Republic Company), offers the world pieces made exclusively by hand, depicting the culture &amp; identity of people, through the making of handmade products (such as jewellery, accessories, leather goods &amp; wood craft), carefully chosen, from high quality raw materials.",Speciality &amp; Gift Shops • Shopping Malls,5.0,1
1567,Pine Spa,"15 Purvis Street, Singapore 188594 Singapore",,Spas,3.5,5
1568,AVRY,"9 Raffles Boulevard Millenia Walk Suite 02-02, Singapore 039596 Singapore",,Bars &amp; Clubs • Dance Clubs &amp; Discos,5.0,1
1569,Zan's Treats,"14D Jalan Masjid #01-02 Kingston Terrace Kingston Terrace, Singapore 418935 Singapore",,Lessons &amp; Workshops • Cooking Classes,5.0,1
1570,Kenko Wellness Spa,"6 Raffles Boulevard Marina Square #01-211, Marina Square, Singapore 039594 Singapore","Kenko has over 26 years’ experience in Spa industry and we have 9 branches located mainly in the popular shopping belts of the island currently. Kenko's unique pressure point technique allows blood and oxygen to flow freely throughout the body and promotes lymphatic circulation, providing a truly relaxing experience for both body and mind.",Spas,4.0,2
1571,V Spa,"80 Marine Parade Central Marine Parade Promenade #01/02-780, Singapore 440080 Singapore",,Spas,5.0,1
1572,Shadan Limo Services,,"6-14 Seater Maxi Cab AND Mini Bus Services 24/7. Services Include Airport Arrival and Departures,1 Way Transfer, Hourly Bookings, Wheelchair Transfers, Bulky Items Transfer and Malaysia Transfers We have a wide range of vehicles to suit all your needs.",Taxis &amp; Shuttles,5.0,1
1573,The Body Firm,"402 Orchard Road Delfi Orchard Ste 04-20, Singapore 238876 Singapore",,Spas,5.0,2
1574,The Clinic,"3C River Valley Road #01-03 Clarke Quay, Singapore 179019 Singapore","It may sound like a hospital but The Clinic is actually one of Singapore’s more unique bars with a medical theme. From syringes, test tubes, hospital whites and IV drips, The Clinic spares no expense when it comes to indulging in its medical motif.",Bars &amp; Clubs,4.0,3
1575,The Green Kiwi Backpacker Hostel Bugis - Bar,"55 Bussorah Street, Singapore 199471 Singapore",,Bars &amp; Clubs,3.5,7
1576,Gorilla Climbing Gym,"750B Chai Chee Road Viva Business Park #01-02 Viva Business Park, Singapore 469002 Singapore","Welcome to Gorilla Climbing Gym! Singapore’s newest and largest air-conditioned indoor climbing gym. With full facilities for bouldering, speed and lead climbing, we can accommodate anyone and everyone, from beginners to world-class athletes. Prepare to be inspired, refreshed and feel a sense of community once you walk through our doors. What are you waiting for? Join the Gorilla Family today!",Game &amp; Entertainment Centers,4.0,2
